"Campaign name","Ad set name","Campaign ID",Placement,"Ad name","Ad set ID","Ad ID",Platform,"Delivery status","Delivery level",Reach,Impressions,Frequency,"Attribution setting","Result Type",Results,"Amount spent (USD)","Cost per result",Starts,Ends,"Purchase ROAS (return on ad spend)","CTR (all)","Result rate","Reporting starts","Reporting ends"
"Video - Showcase – Copy 2 - Conversion Value","Showcase - #1 Couple Sticker - CTA",120228806964790727,Feed,"Showcase Same Winner - CTA",120228806964800727,120228807182070727,facebook,inactive,ad,664,743,1.1189759,"7-day click","Website purchases",3,19.24,6.41333333,2025-08-04,Ongoing,0.46621622,1.34589502,0.40376851,2025-07-20,2025-08-18
"Carousel - Younger","Carousel Younger",120226983537380727,Feed,Individual,120226983537390727,120226983537400727,instagram,not_delivering,ad,864,1031,1.19328704,"7-day click, 1-day view or 1-day engaged view","Website purchases",8,19.17,2.39625,2025-07-11,Ongoing,1.24778299,2.90979631,0.77594568,2025-07-20,2025-08-18
"May 4th - New Sales campaign - Advantage+ shopping campaign – Copy","New Sales ad set",120222833218160727,Explore,"She's Obsessed",120222833218170727,120222833218200727,instagram,active,ad,2400,2663,1.10958333,"7-day click, 1-day view or 1-day engaged view","Website purchases",4,19.14949362,4.78737341,2025-05-08,Ongoing,0.6245596,2.44085618,0.15020653,2025-07-20,2025-08-18
"Video - Showcase – Copy","Video - Showcase",120227748940390727,"Facebook Reels","Showcase - Money Can't Buy Happiness Sound",120227748940400727,120227748940410727,facebook,active,ad,1372,1554,1.13265306,"7-day click, 1-day view or 1-day engaged view","Website purchases",5,19.07068153,3.81413631,2025-07-23,Ongoing,0.78392584,3.08880309,0.32175032,2025-07-20,2025-08-18
"Carousel - Younger - Duos – Copy Conversion Value","Younger Couples",120228107700730727,Feed,"Younger Couples",120228107700720727,120228107700710727,facebook,inactive,ad,1108,1230,1.1101083,"7-day click or 1-day view","Website purchases",8,18.66,2.3325,2025-07-27,Ongoing,1.28188639,5.36585366,0.6504065,2025-07-20,2025-08-18
Testimonials,"Testimonials Too Cute",120226545237120727,Feed,"Testimonials Too Cute",120226545237240727,120226545462230727,instagram,inactive,ad,1372,1692,1.23323615,"7-day click or 1-day view","Website purchases",10,18.36756194,1.83675619,2025-07-04,Ongoing,1.62786983,2.65957447,0.59101655,2025-07-20,2025-08-18
"Testimonial Men - What's Your Sticker Winner","Men Quotes",120229144778250727,Feed,"My Girlfriend Is Addicted",120229144778240727,120229144976800727,instagram,active,ad,1060,1167,1.1009434,"7-day click, 1-day view or 1-day engaged view","Website purchases",4,18.26,4.565,2025-08-11,Ongoing,0.62267251,1.79948586,0.34275921,2025-07-20,2025-08-18
"Rotating - What's Yours","Rotating Ad Set - 2",120228807785910727,"Instagram Stories","What Does Your Bubble",120228807810760727,120228807810750727,instagram,inactive,ad,902,938,1.03991131,"7-day click, 1-day view or 1-day engaged view","Website purchases",3,18.04,6.01333333,2025-08-04,Ongoing,0.49722838,1.81236674,0.31982942,2025-07-20,2025-08-18
"Before After Video - Individual","Before After Video - Individual",120226983889710727,"Instagram Stories","Before After Video - Individual - Money – Copy",120226983889700727,120226984010760727,instagram,not_delivering,ad,1000,1172,1.172,"7-day click, 1-day view or 1-day engaged view","Website purchases",3,17.86446165,5.95482055,2025-07-11,Ongoing,0.50211421,2.73037543,0.2559727,2025-07-20,2025-08-18
"Sticker Drop - 2 – Women Scaling","Sticker Drop Set  - 2",120229036783840727,"Instagram Stories",Women,120229036783850727,120229036783860727,instagram,active,ad,648,829,1.27932099,"7-day click, 1-day view or 1-day engaged view","Website purchases",7,17.76132228,2.53733175,2025-08-09,Ongoing,1.21499963,1.93003619,0.84439083,2025-07-20,2025-08-18
"Showcase Winner Variants - Conversion Value","Video - White Background",120228803582570727,"Instagram Reels","Showcase Same Winner -  Diff Couples 1",120228806570330727,120228806570340727,instagram,inactive,ad,1018,1104,1.08447937,"7-day click","Website purchases",1,17.57351172,17.57351172,2025-08-04,Ongoing,0.17014243,1.63043478,0.09057971,2025-07-20,2025-08-18
"Before/After 2","Before/After 2 Kids",120226766032730727,Feed,"Before/After Kids 1",120226766032860727,120226766032750727,instagram,active,ad,2528,2549,1.00830696,"7-day click","Website purchases",1,17.49802868,17.49802868,2025-07-08,Ongoing,0.22116777,2.07924676,0.03923107,2025-07-20,2025-08-18
"Showcase Winner Variants - Conversion Value","Video - White Background",120228803582570727,"Instagram Stories","Showcase Same Winner - Same Couples",120228806570330727,120228806578190727,instagram,active,ad,668,729,1.09131737,"7-day click","Website purchases",3,17.44136144,5.81378715,2025-08-04,Ongoing,0.51429471,2.19478738,0.41152263,2025-07-20,2025-08-18
Before/After,"Before/After Selfies – Winner Copy",120226508443690727,"Instagram Reels","Juicy Dog  – Diff Settings",120229026027730727,120229026220130727,instagram,not_delivering,ad,1576,1952,1.23857868,"7-day click or 1-day view","Website purchases",2,17.3709233,8.68546165,2025-08-08,Ongoing,0.34425343,1.48565574,0.10245902,2025-07-20,2025-08-18
Before/After,"Before/After Selfies – Copy",120226508443690727,Feed,"Before/After Selfies 2",120228301197000727,120228301197010727,facebook,inactive,ad,2528,3169,1.25356013,"7-day click or 1-day view","Website purchases",4,16.99,4.2475,2025-07-29,Ongoing,0.7039435,1.38845062,0.12622278,2025-07-20,2025-08-18
Before/After,"Before/After Kids",120226508443690727,"Instagram Stories","Before/After Kids 2",120226537615120727,120226538477370727,instagram,active,ad,2267,2301,1.01499779,"7-day click or 1-day view","Website purchases",5,16.96,3.392,2025-07-04,Ongoing,0.88148585,1.86875272,0.21729683,2025-07-20,2025-08-18
"Video - Showcase – Copy 2 - Conversion Value","Video - Showcase",120228807475450727,"Facebook Reels","Showcase - Kids 1",120228807475440727,120228807475460727,facebook,active,ad,904,1076,1.19026549,"7-day click","Website purchases",11,16.96,1.54181818,2025-08-04,Ongoing,2.35200472,3.43866171,1.02230483,2025-07-20,2025-08-18
"Carousel - Older – Copy","Carousel Older",120229037097950727,Feed,"Older – Copy",120229037097940727,120229037097960727,instagram,not_delivering,ad,1424,1531,1.07514045,"7-day click, 1-day view or 1-day engaged view","Website purchases",6,16.92,2.82,2025-08-09,Ongoing,0.96808511,1.89418681,0.39190072,2025-07-20,2025-08-18
"Video - Showcase – Copy 2","Video - Showcase",120228693643250727,"Facebook Stories","Showcase - Money Can't Buy Happiness Sound",120228693643230727,120228693643240727,facebook,active,ad,984,1233,1.25304878,"7-day click, 1-day view or 1-day engaged view","Website purchases",10,16.61024517,1.66102452,2025-08-02,Ongoing,2.22152049,2.59529603,0.81103001,2025-07-20,2025-08-18
Before/After,"Before/After Kids – Copy",120226508443690727,"Facebook Reels","Before/After Kids 3",120228301185640727,120228301185630727,facebook,inactive,ad,1496,1861,1.24398396,"7-day click or 1-day view","Website purchases",18,16.44,0.91333333,2025-07-29,Ongoing,3.27372263,1.61203654,0.96722192,2025-07-20,2025-08-18
"Women Only – Before/After Singles","Before/After Vin - Singles 2",120227144025840727,"Instagram Stories","Before After Vin - Single 2",120227144907110727,120227144907120727,instagram,inactive,ad,951,1093,1.14931651,"7-day click","Website purchases",3,16.34,5.44666667,2025-07-14,Ongoing,0.54895961,1.55535224,0.27447392,2025-07-20,2025-08-18
"Before/After Vin Duos 1 - babe","Before/After Vin - Duos 1 - babe",120228808147620727,Feed,"Before/After Vin - Duos 1 – babe – Copy",120228808147650727,120228808147710727,instagram,not_delivering,ad,1168,1252,1.07191781,"7-day click","Website purchases",4,16.28,4.07,2025-08-04,Ongoing,0.73464373,1.27795527,0.31948882,2025-07-20,2025-08-18
"Video - Showcase – Copy 2 - Conversion Value","Showcase - 200,000 Stickers - CTA",120228806964790727,Feed,"Showcase Same Winner - CTA",120228807320410727,120228807320400727,facebook,inactive,ad,683,800,1.17130307,"7-day click","Website purchases",1,15.93,15.93,2025-08-04,Ongoing,0.18769617,2.375,0.125,2025-07-20,2025-08-18
"Before/After Selfies Winner Copy - New People","Vin - Aug 8",120228983747100727,Feed,"Before/After Selfies 1 - Vin",120228983747400727,120228983747840727,facebook,active,ad,3660,3875,1.05874317,"7-day click or 1-day view",,,15.62,,2025-08-08,Ongoing,,1.10967742,,2025-07-20,2025-08-18
"Women Only – Before/After Duos","Before/After Vin - Duos 3",120227145052470727,"Instagram Stories","Before/After Vin - Duos 3 - we're so cute",120227145324010727,120227145323990727,instagram,inactive,ad,850,914,1.07529412,"7-day click","Website purchases",4,15.48,3.87,2025-07-14,Ongoing,0.77260982,1.64113786,0.43763676,2025-07-20,2025-08-18
"Advantage+ shopping campaign 04/05/2025 Campaign – Copy","Advantage+ shopping campaign 04/05/2025 Ad set",120227748536090727,"Instagram Reels","Advantage+ shopping campaign 04/05/2025 Ad",120227748536100727,120227748536110727,instagram,active,ad,1545,1545,1,"7-day click, 1-day view or 1-day engaged view","Website purchases",6,15.35069222,2.5584487,2025-07-23,Ongoing,1.16867694,4.66019417,0.38834951,2025-07-20,2025-08-18
"Purchase Campaign - Copy of First Campaign Campaign","Purchase Campaign - Copy of First Campaign Ad Set",120221390516270727,"Facebook Stories","Now its our thing",120221390516240727,120221390516280727,facebook,active,ad,600,801,1.335,"7-day click, 1-day view or 1-day engaged view","Website purchases",3,15.05110172,5.01703391,2025-04-27,Ongoing,0.59596966,3.74531835,0.37453184,2025-07-20,2025-08-18
"Sticker Drop - 2 – Women Scaling","Sticker Drop Set  - 2",120229036783840727,"Overlay ads in Reels",Women,120229036783850727,120229036783860727,facebook,active,ad,1868,2617,1.4009636,"7-day click, 1-day view or 1-day engaged view","Website purchases",8,14.9811153,1.87263941,2025-08-09,Ongoing,2.57457467,1.52846771,0.30569354,2025-07-20,2025-08-18
"Sticker Drop - 2 – Women Scaling","Sticker Drop Set  - 2",120229036783840727,"Facebook Stories",Women,120229036783850727,120229036783860727,facebook,active,ad,776,904,1.16494845,"7-day click, 1-day view or 1-day engaged view","Website purchases",2,14.8911086,7.4455543,2025-08-09,Ongoing,0.40158192,1.65929204,0.22123894,2025-07-20,2025-08-18
"Before/After Selfies 3 Winner Copy","Before/After Selfies 3 Winner Copy",120228982275630727,"Instagram Reels","Before/After Selfies 3 – Copy",120228982275930727,120228982276130727,instagram,active,ad,1632,1810,1.10906863,"7-day click or 1-day view","Website purchases",1,14.64032216,14.64032216,2025-08-07,Ongoing,0.20423048,1.71270718,0.05524862,2025-07-20,2025-08-18
Before/After,"Before/After Selfies – Winner Copy",120226508443690727,Feed,"Juicy Dog",120229026027730727,120229026027740727,instagram,inactive,ad,6368,6447,1.01240578,"7-day click or 1-day view","Website purchases",5,14.61,2.922,2025-08-08,Ongoing,1.02327173,0.49635489,0.07755545,2025-07-20,2025-08-18
"May 4th - New Sales campaign - Advantage+ shopping campaign – Copy","New Sales ad set",120222833218160727,"Facebook Stories","She's Obsessed",120222833218170727,120222833218200727,facebook,active,ad,864,1258,1.45601852,"7-day click, 1-day view or 1-day engaged view","Website purchases",7,14.5896142,2.0842306,2025-05-08,Ongoing,1.9143755,3.17965024,0.55643879,2025-07-20,2025-08-18
"Showcase Winner Variants - Conversion Value","Video - Diff Background",120228803582570727,Feed,"Showcase Same Winner - Diff Couple 1",120228803798280727,120228803798270727,facebook,not_delivering,ad,620,704,1.13548387,"7-day click","Website purchases",10,14.55,1.455,2025-08-04,Ongoing,2.05498282,3.55113636,1.42045455,2025-07-20,2025-08-18
"Carousel - Older","Carousel Older",120226983388070727,Feed,"Older – Copy",120226983388060727,120226983482060727,facebook,inactive,ad,952,1251,1.31407563,"7-day click, 1-day view or 1-day engaged view","Website purchases",7,14.38,2.05428571,2025-07-11,Ongoing,1.45549374,3.4372502,0.55955236,2025-07-20,2025-08-18
"Women Only","Married - What's Your Sticker Ad Set",120226546114560727,Feed,"Advantage+ shopping campaign 04/05/2025 Ad",120226546287450727,120226546287440727,facebook,not_delivering,ad,1320,1322,1.00151515,"7-day click","Website purchases",7,14.17,2.02428571,2025-07-04,Ongoing,1.47706422,3.78214826,0.52950076,2025-07-20,2025-08-18
"Carousel - Younger - Duos – Copy Conversion Value","Younger Couples",120228107700730727,"Instagram Reels","Younger Couples",120228107700720727,120228107700710727,instagram,inactive,ad,1160,1212,1.04482759,"7-day click or 1-day view","Website purchases",6,14.12,2.35333333,2025-07-27,Ongoing,1.27053824,3.05280528,0.4950495,2025-07-20,2025-08-18
"Advantage+ shopping campaign 04/05/2025 Campaign","Advantage+ shopping campaign 04/05/2025 Ad set",120222571952620727,"Instagram Reels","Advantage+ shopping campaign 04/05/2025 Ad",120222571952610727,120222571952600727,instagram,active,ad,832,1396,1.67788462,"7-day click, 1-day view or 1-day engaged view","Website purchases",5,14.11698291,2.82339658,2025-05-04,Ongoing,1.05900815,3.93982808,0.35816619,2025-07-20,2025-08-18
"Video - Showcase – Copy - Conversion Value","Video - Showcase",120228107755950727,"Instagram Reels","Showcase - Money Can't Buy Happiness Sound",120228107755970727,120228107755960727,instagram,inactive,ad,828,857,1.03502415,"7-day click or 1-day view","Website purchases",3,14.07,4.69,2025-07-27,Ongoing,0.63752665,2.4504084,0.35005834,2025-07-20,2025-08-18
"4/27 - Purchase Optimized Advantage+ shopping campaign 27/04/2025 Campaign","4/27 - Purchase Optimized Advantage+ shopping campaign 27/04/2025 Ad Set",120221392651830727,"Facebook Stories","Advantage+ shopping campaign 27/04/2025 Ad – Copy 2",120221392651850727,120221396812650727,facebook,active,ad,992,1261,1.27116935,"7-day click, 1-day view or 1-day engaged view","Website purchases",11,13.96019206,1.26910837,2025-04-27,Ongoing,2.78721094,2.53766852,0.87232355,2025-07-20,2025-08-18
"Video - Showcase – Copy 2 - Conversion Value","Video - Showcase",120228807867650727,"Instagram Reels","Showcase - Gradient",120228807867640727,120228807867630727,instagram,inactive,ad,728,781,1.0728022,"7-day click or 1-day view",,,13.864769,,2025-08-04,Ongoing,,0.89628681,,2025-07-20,2025-08-18
"What's Your Sticker Winner Campaign – Variants - Aug 11","Tag Copy",120229147033560727,Feed,"Tag Someone",120229147236440727,120229147236460727,facebook,not_delivering,ad,1407,1500,1.06609808,"7-day click, 1-day view or 1-day engaged view","Website purchases",7,13.85,1.97857143,2025-08-11,Ongoing,1.51119134,2,0.46666667,2025-07-20,2025-08-18
Before/After,"Before/After Kids – Copy",120226508443690727,Feed,"Before/After Kids 2",120228301185640727,120228301185610727,instagram,inactive,ad,1756,1798,1.023918,"7-day click or 1-day view","Website purchases",6,13.81,2.30166667,2025-07-29,Ongoing,1.29905865,1.1679644,0.33370412,2025-07-20,2025-08-18
"Testimonial Men - What's Your Sticker Winner","Men Quotes – Copy",120229144778250727,"Instagram Stories","My Girlfriend Loves Ours",120229145304850727,120229145304840727,instagram,active,ad,982,1083,1.10285132,"7-day click, 1-day view or 1-day engaged view","Website purchases",4,13.7833425,3.44583562,2025-08-11,Ongoing,0.86771405,1.01569714,0.36934441,2025-07-20,2025-08-18
"Rotating - What's Yours","Rotating Ad Set - 2",120228807785910727,"Facebook Reels","What Does Your Bubble",120228807810760727,120228807810750727,facebook,inactive,ad,1044,1096,1.04980843,"7-day click, 1-day view or 1-day engaged view","Website purchases",1,13.59,13.59,2025-08-04,Ongoing,0.22001472,1.82481752,0.09124088,2025-07-20,2025-08-18
Before/After,"Before/After Selfies – Copy",120226508443690727,Feed,"Before/After Selfies 2",120228301197000727,120228301197010727,instagram,inactive,ad,1888,2041,1.08103814,"7-day click or 1-day view","Website purchases",8,13.59,1.69875,2025-07-29,Ongoing,1.76011773,2.15580598,0.39196472,2025-07-20,2025-08-18
"Sticker Drop - 2","Sticker Drop Set  - 2",120228807750390727,"Overlay ads in Reels",Women,120228807750380727,120228807750400727,facebook,active,ad,1948,2799,1.43685832,"7-day click, 1-day view or 1-day engaged view","Website purchases",2,13.55,6.775,2025-08-04,Ongoing,0.44132841,1.14326545,0.07145409,2025-07-20,2025-08-18
"Showcase Winner Variants - Conversion Value","Video - Diff Background",120228803582570727,Feed,"Showcase Same Winner - Diff Couple 2",120228803798280727,120228806890680727,instagram,inactive,ad,417,461,1.10551559,"7-day click","Website purchases",3,13.53,4.51,2025-08-04,Ongoing,0.66297118,2.1691974,0.65075922,2025-07-20,2025-08-18
"Rotating - What's Yours","Rotating Ad Set - 2",120228807785910727,"Instagram Reels","What Does Your Bubble",120228807810760727,120228807810750727,instagram,inactive,ad,1074,1082,1.00744879,"7-day click, 1-day view or 1-day engaged view","Website purchases",5,13.34,2.668,2025-08-04,Ongoing,1.12068966,1.66358595,0.46210721,2025-07-20,2025-08-18
"Before/After Vin Duos 1 - babe","Before/After Vin - Duos 1 - babe",120228808147620727,"Instagram Reels","Before/After Vin - Duos 1 – babe – Copy",120228808147650727,120228808147710727,instagram,not_delivering,ad,992,1072,1.08064516,"7-day click","Website purchases",5,13.3,2.66,2025-08-04,Ongoing,1.06015038,1.49253731,0.46641791,2025-07-20,2025-08-18
