"Campaign name","Ad set name","Campaign ID",Placement,"Ad name","Ad set ID","Ad ID",Platform,"Delivery status","Delivery level",Reach,Impressions,Frequency,"Attribution setting","Result Type",Results,"Amount spent (USD)","Cost per result",Starts,Ends,"Purchase ROAS (return on ad spend)","CTR (all)","Result rate","Reporting starts","Reporting ends"
"Testimonial Men - What's Your Sticker Winner","Men Quotes",120229144778250727,"Overlay ads in Reels","My Girlfriend Is Addicted",120229144778240727,120229144976800727,facebook,active,ad,80,91,1.1375,"7-day click, 1-day view or 1-day engaged view",,,0.19,,2025-08-11,Ongoing,,0,,2025-07-20,2025-08-18
"Before/After 2","Before/After 2 Selfies",120226766032730727,Feed,"Before/After Selfies 2",120226766032900727,120226766032810727,facebook,archived,ad,16,19,1.1875,"7-day click","Website purchases",1,0.19,0.19,2025-07-08,Ongoing,15.73684211,5.26315789,5.26315789,2025-07-20,2025-08-18
"Before/After 2","Before/After 2 People With Pets",120226766032730727,"Instagram Reels","Before/After People With Pets 2",120226766032870727,120226766032780727,instagram,archived,ad,18,19,1.05555556,"7-day click",,,0.19,,2025-07-08,Ongoing,,0,,2025-07-20,2025-08-18
"Showcase Winner Variants - Conversion Value","Video - Diff Background",120228803582570727,Explore,"Showcase Same Winner - Diff Couple 2",120228803798280727,120228806890680727,instagram,inactive,ad,16,18,1.125,"7-day click",,,0.19,,2025-08-04,Ongoing,,0,,2025-07-20,2025-08-18
"May 4th - New Sales campaign - Advantage+ shopping campaign – Copy","New Sales ad set",120222833218160727,"Right column","She's Obsessed",120222833218170727,120222833218200727,facebook,active,ad,128,178,1.390625,"7-day click, 1-day view or 1-day engaged view","Website purchases",1,0.18999498,0.18999498,2025-05-08,Ongoing,15.73725824,0.56179775,0.56179775,2025-07-20,2025-08-18
"Testimonial Men - What's Your Sticker Winner","Men Quotes – Copy 2",120229144778250727,"Overlay ads in Reels","Anniversary Gift",120229145308170727,120229145308140727,facebook,active,ad,70,92,1.31428571,"7-day click, 1-day view or 1-day engaged view",,,0.18001598,,2025-08-11,Ongoing,,1.08695652,,2025-07-20,2025-08-18
"Married - What's Your Sticker Campaign","Married - What's Your Sticker Ad Set",120224399840310727,"Right column","Advantage+ shopping campaign 04/05/2025 Ad",120224399840290727,120224399840300727,facebook,active,ad,64,139,2.171875,"7-day click, 1-day view or 1-day engaged view",,,0.18000465,,2025-06-04,Ongoing,,0,,2025-07-20,2025-08-18
"Dating - New Copy - What's Your Sticker Campaign","Dating - New Copy - What's Your Sticker Ad Set",120224401411290727,"Right column","Advantage+ shopping campaign 04/05/2025 Ad",120224401411270727,120224401411280727,facebook,active,ad,0,248,0,"7-day click, 1-day view or 1-day engaged view",,,0.18000428,,2025-06-04,Ongoing,,0,,2025-07-20,2025-08-18
"Women Only – Before/After Duos","Before/After Vin - Duos 3",120227145052470727,Explore,"Before/After Vin - Duos 3 – is that us?",120227145324010727,120227145643620727,instagram,inactive,ad,14,17,1.21428571,"7-day click",,,0.18,,2025-07-14,Ongoing,,0,,2025-07-20,2025-08-18
"Video - Showcase – Copy 2 - Conversion Value","Video - Showcase",120228807475450727,"Search results","Showcase - Kids 1",120228807475440727,120228807475460727,facebook,active,ad,84,88,1.04761905,"7-day click",,,0.18,,2025-08-04,Ongoing,,7.95454545,,2025-07-20,2025-08-18
"What's Your Sticker Winner Campaign – Variants - Aug 11","Tag Copy",120229147033560727,Explore,"Tag Someone",120229147236440727,120229147236460727,instagram,not_delivering,ad,18,18,1,"7-day click, 1-day view or 1-day engaged view",,,0.18,,2025-08-11,Ongoing,,0,,2025-07-20,2025-08-18
"Carousel - Younger","Carousel Younger",120226983537380727,"Facebook notifications",Individual,120226983537390727,120226983537400727,facebook,not_delivering,ad,26,26,1,"7-day click, 1-day view or 1-day engaged view","Website purchases",1,0.18,0.18,2025-07-11,Ongoing,16.61111111,3.84615385,3.84615385,2025-07-20,2025-08-18
"May 4th - New Sales campaign - Advantage+ shopping campaign – Copy","New Sales ad set",120222833218160727,"Messenger Stories","She's Obsessed",120222833218170727,120222833218200727,messenger,active,ad,58,58,1,"7-day click, 1-day view or 1-day engaged view",,,0.17999524,,2025-05-08,Ongoing,,0,,2025-07-20,2025-08-18
"Before/After 2","Before/After 2 Couples",120226766032730727,"Facebook Reels","Before/After Couples 2",120226766032720727,120226766032840727,facebook,archived,ad,24,26,1.08333333,"7-day click",,,0.17991469,,2025-07-08,Ongoing,,0,,2025-07-20,2025-08-18
"Women Only – Before/After Singles","Before/After Vin - Singles 1",120227144025840727,Marketplace,"Before After Vin - Single",120227144025820727,120227144025850727,facebook,inactive,ad,25,32,1.28,"7-day click",,,0.17990735,,2025-07-14,Ongoing,,0,,2025-07-20,2025-08-18
"How would you two look Campaign","How would you two look Ad Set – Winner Copy",120224397505120727,Explore,"How would you two look",120229434640230727,120229434640220727,instagram,active,ad,12,13,1.08333333,"7-day click, 1-day view or 1-day engaged view",,,0.17007265,,2025-08-16,Ongoing,,7.69230769,,2025-07-20,2025-08-18
"What's Your Sticker Winner Campaign – Variants - Aug 11",Dating,120229147033560727,"Search results","New Images - Purple Dress, Dodgers, Flower",120229147419510727,120229147419520727,facebook,active,ad,92,111,1.20652174,"7-day click, 1-day view or 1-day engaged view",,,0.17002735,,2025-08-11,Ongoing,,0,,2025-07-20,2025-08-18
"What's Your Couple Sticker - Diff Images Campaign","What's Your Couple Sticker - Diff Images Ad Set",120224398893970727,"Overlay ads in Reels","3 Diff Images - Same Winner",120224398893950727,120224398893960727,facebook,active,ad,64,116,1.8125,"7-day click, 1-day view or 1-day engaged view",,,0.17001329,,2025-06-04,Ongoing,,0,,2025-07-20,2025-08-18
"Young - What's Your Sticker Campaign","Young - What's Your Sticker Ad Set",120224400280360727,"Messenger Stories","Advantage+ shopping campaign 04/05/2025 Ad",120224400280340727,120224400280350727,messenger,active,ad,37,37,1,"7-day click, 1-day view or 1-day engaged view",,,0.17001123,,2025-06-04,Ongoing,,0,,2025-07-20,2025-08-18
"Married - What's Your Sticker Campaign","Married - What's Your Sticker Ad Set",120224399840310727,"Messenger Stories","Advantage+ shopping campaign 04/05/2025 Ad",120224399840290727,120224399840300727,messenger,active,ad,51,51,1,"7-day click, 1-day view or 1-day engaged view",,,0.17000439,,2025-06-04,Ongoing,,3.92156863,,2025-07-20,2025-08-18
"Women Only – Before/After Duos","Before/After Vin - Duos 3",120227145052470727,"Facebook notifications","Before/After Vin - Duos 3 - we're so cute",120227145324010727,120227145323990727,facebook,inactive,ad,14,14,1,"7-day click",,,0.17,,2025-07-14,Ongoing,,0,,2025-07-20,2025-08-18
"What's Your Sticker Winner Campaign – Variants - Aug 11","Misc Changed Copy",120229147033560727,Marketplace,"Make Yours Today",120229147344600727,120229147344610727,facebook,active,ad,16,23,1.4375,"7-day click, 1-day view or 1-day engaged view",,,0.17,,2025-08-11,Ongoing,,0,,2025-07-20,2025-08-18
"Testimonial Men - What's Your Sticker Winner","Men Quotes",120229144778250727,Marketplace,"My Girlfriend Is Addicted",120229144778240727,120229144976800727,facebook,active,ad,26,26,1,"7-day click, 1-day view or 1-day engaged view",,,0.17,,2025-08-11,Ongoing,,0,,2025-07-20,2025-08-18
"Women Only – Before/After Duos","Before/After Vin - Duos 2",120227145052470727,"Facebook profile feed","Before/After Vin - Duos 2",120227145143200727,120227145143180727,facebook,active,ad,36,38,1.05555556,"7-day click",,,0.16998357,,2025-07-14,Ongoing,,0,,2025-07-20,2025-08-18
"Copy - Dating - What's Your Sticker","Dating - New Copy - What's Your Sticker Ad Set – Copy",120225035813180727,Marketplace,"Advantage+ shopping campaign 04/05/2025 Ad",120225035813830727,120225035813820727,facebook,active,ad,0,28,0,"7-day click or 1-day view",,,0.16001534,,2025-06-12,Ongoing,,0,,2025-07-20,2025-08-18
"How would you two look Campaign","How would you two look Ad Set",120224397505120727,"Messenger Stories","How would you two look",120224397505130727,120224397505170727,messenger,active,ad,29,29,1,"7-day click, 1-day view or 1-day engaged view",,,0.16001211,,2025-06-04,Ongoing,,0,,2025-07-20,2025-08-18
"Young - What's Your Sticker Campaign","Young - What's Your Sticker Ad Set",120224400280360727,"Right column","Advantage+ shopping campaign 04/05/2025 Ad",120224400280340727,120224400280350727,facebook,active,ad,144,144,1,"7-day click, 1-day view or 1-day engaged view",,,0.16001057,,2025-06-04,Ongoing,,0.69444444,,2025-07-20,2025-08-18
Before/After,"Before/After Selfies – Winner Copy",120226508443690727,"In-stream reels","Juicy Dog  – Diff Settings",120229026027730727,120229026220130727,facebook,not_delivering,ad,28,29,1.03571429,"7-day click or 1-day view",,,0.1600085,,2025-08-08,Ongoing,,0,,2025-07-20,2025-08-18
"Advantage+ shopping campaign 04/05/2025 Campaign – Copy 2 Campaign","Advantage+ shopping campaign 04/05/2025 Campaign – Copy 2 Ad Set",120224364862220727,"Native, banner and interstitial","Advantage+ shopping campaign 04/05/2025 Ad",120224364862200727,120224364862210727,audience_network,active,ad,11,11,1,"7-day click, 1-day view or 1-day engaged view",,,0.16000581,,2025-06-04,Ongoing,,18.18181818,,2025-07-20,2025-08-18
"Before/After Vin Duos 1 - babe","Before/After Vin - Duos 1 - babe",120228808147620727,Marketplace,"Before/After Vin - Duos 1 – babe – Copy",120228808147650727,120228808147710727,facebook,not_delivering,ad,30,30,1,"7-day click",,,0.16,,2025-08-04,Ongoing,,0,,2025-07-20,2025-08-18
"Before/After 2","Before/After 2 Couples",120226766032730727,Feed,"Before/After Couples 1",120226766032720727,120226766032830727,instagram,archived,ad,11,11,1,"7-day click",,,0.16,,2025-07-08,Ongoing,,18.18181818,,2025-07-20,2025-08-18
"May 4th - New Sales campaign - Advantage+ shopping campaign – Copy","New Sales ad set",120222833218160727,"Facebook Reels","She's Obsessed – Copy",120222833218170727,120222833218180727,facebook,active,ad,19,21,1.10526316,"7-day click, 1-day view or 1-day engaged view",,,0.16,,2025-05-08,Ongoing,,0,,2025-07-20,2025-08-18
"Video - Showcase – Copy 2 - Conversion Value","Video - Showcase",120228807867650727,"Search results","Showcase - Gradient",120228807867640727,120228807867630727,facebook,inactive,ad,33,33,1,"7-day click or 1-day view",,,0.15993966,,2025-08-04,Ongoing,,6.06060606,,2025-07-20,2025-08-18
"Before/After 2","Before/After 2 Couples",120226766032730727,Explore,"Before/After Couples 2",120226766032720727,120226766032840727,instagram,archived,ad,48,48,1,"7-day click",,,0.15992417,,2025-07-08,Ongoing,,0,,2025-07-20,2025-08-18
Before/After,"Before/After Selfies – Dog Winner",120226508443690727,Marketplace,"Dog - 1",120229236504620727,120229236504610727,facebook,active,ad,32,40,1.25,"7-day click or 1-day view",,,0.15005001,,2025-08-13,Ongoing,,0,,2025-07-20,2025-08-18
"Rotating - What's Yours","Rotating Ad Set - 1",120228807785910727,"Facebook profile feed",Reviews,120228807785900727,120228807785920727,facebook,active,ad,38,38,1,"7-day click, 1-day view or 1-day engaged view",,,0.15003062,,2025-08-04,Ongoing,,0,,2025-07-20,2025-08-18
"What's Your Sticker Winner Campaign – Variants - Aug 11",Dating,120229147033560727,Marketplace,"New Images - Purple Dress, Dodgers, Flower",120229147419510727,120229147419520727,facebook,active,ad,20,30,1.5,"7-day click, 1-day view or 1-day engaged view",,,0.15002413,,2025-08-11,Ongoing,,3.33333333,,2025-07-20,2025-08-18
"Showcase Winner Variants - Conversion Value","Video - White Background",120228803582570727,"Facebook profile feed","Showcase Same Winner - Same Couples",120228806570330727,120228806578190727,facebook,active,ad,23,25,1.08695652,"7-day click",,,0.15001171,,2025-08-04,Ongoing,,0,,2025-07-20,2025-08-18
"Before/After 2","Before/After 2 Kids – Copy",120226766032730727,"Search results","Before/After Kids 2",120228808040530727,120228808040520727,facebook,inactive,ad,151,151,1,"7-day click",,,0.15000837,,2025-08-04,Ongoing,,0,,2025-07-20,2025-08-18
"Women Only – Before/After Duos","Before/After Vin - Duos 1",120227145052470727,"Instagram Stories","Before/After Vin - Duos 1 - no way",120227145052500727,120227145052440727,instagram,not_delivering,ad,7,7,1,"7-day click",,,0.15,,2025-07-14,Ongoing,,0,,2025-07-20,2025-08-18
"What's Your Sticker Winner Campaign – Variants - Aug 11","Diff Images, Same Copy - August 11",120229147033560727,"Instagram Stories","3 Diff Images - Chiefs/Flower – Copy",120229147033570727,120229147177020727,instagram,active,ad,13,13,1,"7-day click, 1-day view or 1-day engaged view",,,0.15,,2025-08-11,Ongoing,,0,,2025-07-20,2025-08-18
"Before/After 2","Before/After 2 Selfies",120226766032730727,Feed,"Before/After Selfies 2",120226766032900727,120226766032810727,instagram,archived,ad,9,10,1.11111111,"7-day click",,,0.15,,2025-07-08,Ongoing,,0,,2025-07-20,2025-08-18
"Video - Showcase","Video - Showcase",120226982700450727,"Facebook profile feed","Showcase - Money Can't Buy Happiness Sound",120226982700440727,120226982700460727,facebook,active,ad,20,43,2.15,"7-day click, 1-day view or 1-day engaged view",,,0.15,,2025-07-11,Ongoing,,0,,2025-07-20,2025-08-18
"Testimonials - Women - What's Your Sticker Winner - Aug 11","Women Quotes – Copy",120229146647470727,"In-stream reels","Turned All Our Fav Pics",120229146708300727,120229146708310727,facebook,active,ad,18,24,1.33333333,"7-day click, 1-day view or 1-day engaged view",,,0.15,,2025-08-11,Ongoing,,0,,2025-07-20,2025-08-18
"Testimonials - Women - What's Your Sticker Winner - Aug 11","Women Quotes",120229146647470727,"Overlay ads in Reels",Obsessed!!,120229146647460727,120229146647480727,facebook,active,ad,54,70,1.2962963,"7-day click, 1-day view or 1-day engaged view",,,0.15,,2025-08-11,Ongoing,,1.42857143,,2025-07-20,2025-08-18
Before/After,"Before/After Kids – Copy",120226508443690727,"Facebook notifications","Before/After Kids 3",120228301185640727,120228301185630727,facebook,inactive,ad,0,23,0,"7-day click or 1-day view",,,0.15,,2025-07-29,Ongoing,,0,,2025-07-20,2025-08-18
"What's Your Sticker Winner Campaign – Variants - Aug 11","Misc Changed Copy",120229147033560727,Explore,"Make Yours Today",120229147344600727,120229147344610727,instagram,active,ad,21,21,1,"7-day click, 1-day view or 1-day engaged view",,,0.15,,2025-08-11,Ongoing,,0,,2025-07-20,2025-08-18
"Women Only – Before/After Duos","Before/After Vin - Duos 1",120227145052470727,Explore,"Before/After Vin - Duos 1 – babe",120227145052500727,120227145121200727,instagram,not_delivering,ad,14,14,1,"7-day click",,,0.14995678,,2025-07-14,Ongoing,,14.28571429,,2025-07-20,2025-08-18
"Advantage+ shopping campaign 04/05/2025 Campaign – Copy","Advantage+ shopping campaign 04/05/2025 Ad set",120228693685570727,"Overlay ads in Reels","Advantage+ shopping campaign 04/05/2025 Ad",120228693685580727,120228693685590727,facebook,active,ad,80,114,1.425,"7-day click, 1-day view or 1-day engaged view",,,0.14000681,,2025-08-02,Ongoing,,0,,2025-07-20,2025-08-18
"Before/After Selfies 3 Winner Copy","Before/After Selfies 3 Winner Copy",120228982275630727,"Facebook profile feed","Before/After Selfies 3 – Copy",120228982275930727,120228982276130727,facebook,active,ad,40,50,1.25,"7-day click or 1-day view",,,0.14000308,,2025-08-07,Ongoing,,0,,2025-07-20,2025-08-18
"Women Only","Married - What's Your Sticker Ad Set",120226546114560727,"Facebook Reels","Advantage+ shopping campaign 04/05/2025 Ad",120226546287450727,120226546287440727,facebook,not_delivering,ad,4,15,3.75,"7-day click",,,0.14,,2025-07-04,Ongoing,,6.66666667,,2025-07-20,2025-08-18
"Carousel - Older","Carousel Older",120226983388070727,Marketplace,"Older – Copy",120226983388060727,120226983482060727,facebook,inactive,ad,16,27,1.6875,"7-day click, 1-day view or 1-day engaged view",,,0.14,,2025-07-11,Ongoing,,0,,2025-07-20,2025-08-18
Before/After,"Before/After Kids – Copy",120226508443690727,"Facebook Stories","Before/After Kids 2",120228301185640727,120228301185610727,facebook,inactive,ad,20,22,1.1,"7-day click or 1-day view",,,0.14,,2025-07-29,Ongoing,,0,,2025-07-20,2025-08-18
Before/After,"Before/After Kids – Copy",120226508443690727,"Facebook Stories","Before/After Kids 1",120228301185640727,120228301185620727,facebook,inactive,ad,18,18,1,"7-day click or 1-day view",,,0.14,,2025-07-29,Ongoing,,0,,2025-07-20,2025-08-18
"Women Only – Before/After Singles","Before/After Vin - Singles 1",120227144025840727,Explore,"Before After Vin - Single",120227144025820727,120227144025850727,instagram,inactive,ad,16,17,1.0625,"7-day click",,,0.13992794,,2025-07-14,Ongoing,,0,,2025-07-20,2025-08-18
"How would you two look Campaign","How would you two look Ad Set – Winner Copy",120224397505120727,"Overlay ads in Reels","How would you two look",120229434640230727,120229434640220727,facebook,active,ad,44,57,1.29545455,"7-day click, 1-day view or 1-day engaged view",,,0.13005555,,2025-08-16,Ongoing,,0,,2025-07-20,2025-08-18
"Rotating - What's Yours","Rotating Ad Set - 1",120228807785910727,"Explore home",Reviews,120228807785900727,120228807785920727,instagram,active,ad,28,29,1.03571429,"7-day click, 1-day view or 1-day engaged view",,,0.13002654,,2025-08-04,Ongoing,,0,,2025-07-20,2025-08-18
"Showcase Winner Variants - Conversion Value","Video - White Background",120228803582570727,"Search results","Showcase Same Winner -  Diff Couples 1",120228806570330727,120228806570340727,facebook,inactive,ad,31,31,1,"7-day click",,,0.13002598,,2025-08-04,Ongoing,,3.22580645,,2025-07-20,2025-08-18
"Testimonial Men - What's Your Sticker Winner","Men Quotes – Copy 2",120229144778250727,Marketplace,"Anniversary Gift",120229145308170727,120229145308140727,facebook,active,ad,16,24,1.5,"7-day click, 1-day view or 1-day engaged view",,,0.13001154,,2025-08-11,Ongoing,,0,,2025-07-20,2025-08-18
"Showcase Winner Variants - Conversion Value","Video - White Background",120228803582570727,Marketplace,"Showcase Same Winner - Same Couples",120228806570330727,120228806578190727,facebook,active,ad,15,17,1.13333333,"7-day click",,,0.13001015,,2025-08-04,Ongoing,,0,,2025-07-20,2025-08-18
"Purchase Campaign - Copy of First Campaign Campaign","Purchase Campaign - Copy of First Campaign Ad Set",120221390516270727,"Explore home","Now its our thing",120221390516240727,120221390516280727,instagram,active,ad,0,12,0,"7-day click, 1-day view or 1-day engaged view",,,0.13000952,,2025-04-27,Ongoing,,0,,2025-07-20,2025-08-18
"Before/After 2","Before/After 2 Kids – Copy",120226766032730727,"Facebook Stories","Before/After Kids 2",120228808040530727,120228808040520727,facebook,inactive,ad,8,8,1,"7-day click",,,0.13000725,,2025-08-04,Ongoing,,12.5,,2025-07-20,2025-08-18
"Advantage+ shopping campaign 04/05/2025 Campaign – Copy","Advantage+ shopping campaign 04/05/2025 Ad set",120228693685570727,Marketplace,"Advantage+ shopping campaign 04/05/2025 Ad",120228693685580727,120228693685590727,facebook,active,ad,40,40,1,"7-day click, 1-day view or 1-day engaged view",,,0.13000633,,2025-08-02,Ongoing,,0,,2025-07-20,2025-08-18
"Married - What's Your Sticker Campaign","Married - What's Your Sticker Ad Set",120224399840310727,"Overlay ads in Reels","Advantage+ shopping campaign 04/05/2025 Ad",120224399840290727,120224399840300727,facebook,active,ad,75,75,1,"7-day click, 1-day view or 1-day engaged view","Website purchases",1,0.13000336,0.13000336,2025-06-04,Ongoing,76.84416771,0,1.33333333,2025-07-20,2025-08-18
Before/After,"Before/After Selfies – Winner Copy",120226508443690727,"Search results","Juicy Dog",120229026027730727,120229026027740727,facebook,inactive,ad,46,46,1,"7-day click or 1-day view",,,0.13,,2025-08-08,Ongoing,,2.17391304,,2025-07-20,2025-08-18
Before/After,"Before/After Kids",120226508443690727,"Search results","Before/After Kids 1",120226537615120727,120226537615110727,facebook,active,ad,24,26,1.08333333,"7-day click or 1-day view",,,0.13,,2025-07-04,Ongoing,,0,,2025-07-20,2025-08-18
Before/After,"Before/After Kids",120226508443690727,Explore,"Before/After Kids 1",120226537615120727,120226537615110727,instagram,active,ad,42,42,1,"7-day click or 1-day view",,,0.13,,2025-07-04,Ongoing,,0,,2025-07-20,2025-08-18
Before/After,"Before/After Selfies – Winner Copy 2",120226508443690727,Explore,"Woman Duo - Flower",120229026291600727,120229026329700727,instagram,active,ad,3,3,1,"7-day click or 1-day view",,,0.13,,2025-08-08,Ongoing,,0,,2025-07-20,2025-08-18
"May 4th - New Sales campaign - Advantage+ shopping campaign – Copy","New Sales ad set",120222833218160727,"Facebook profile feed","She's Obsessed – Copy",120222833218170727,120222833218180727,facebook,active,ad,57,57,1,"7-day click, 1-day view or 1-day engaged view",,,0.13,,2025-05-08,Ongoing,,0,,2025-07-20,2025-08-18
"Testimonials - Women - What's Your Sticker Winner - Aug 11","Women Quotes",120229146647470727,"Search results",Obsessed!!,120229146647460727,120229146647480727,facebook,active,ad,36,36,1,"7-day click, 1-day view or 1-day engaged view",,,0.13,,2025-08-11,Ongoing,,0,,2025-07-20,2025-08-18
"Women Only – Before/After Duos","Before/After Vin - Duos 2",120227145052470727,"In-stream reels","Before/After Vin - Duos 2",120227145143200727,120227145143180727,facebook,active,ad,8,13,1.625,"7-day click",,,0.12998744,,2025-07-14,Ongoing,,0,,2025-07-20,2025-08-18
"Before After Video - Individual","Before After Video - Individual",120226983889710727,Explore,"Before After Video - Individual - Money – Copy",120226983889700727,120226984010760727,instagram,not_delivering,ad,16,18,1.125,"7-day click, 1-day view or 1-day engaged view",,,0.12002998,,2025-07-11,Ongoing,,5.55555556,,2025-07-20,2025-08-18
"Advantage+ shopping campaign 04/05/2025 Campaign – Copy","Advantage+ shopping campaign 04/05/2025 Ad set",120227748536090727,"Right column","Advantage+ shopping campaign 04/05/2025 Ad",120227748536100727,120227748536110727,facebook,active,ad,32,141,4.40625,"7-day click, 1-day view or 1-day engaged view",,,0.12000541,,2025-07-23,Ongoing,,0,,2025-07-20,2025-08-18
"Advantage+ shopping campaign 04/05/2025 Campaign – Copy 2 Campaign","Advantage+ shopping campaign 04/05/2025 Campaign – Copy 2 Ad Set",120224364862220727,"Overlay ads in Reels","Advantage+ shopping campaign 04/05/2025 Ad",120224364862200727,120224364862210727,facebook,active,ad,99,99,1,"7-day click, 1-day view or 1-day engaged view",,,0.12000436,,2025-06-04,Ongoing,,1.01010101,,2025-07-20,2025-08-18
"Before/After Selfies 3 Winner Copy","Before/After Selfies 3 Winner Copy",120228982275630727,"Overlay ads in Reels","Before/After Selfies 3 – Copy",120228982275930727,120228982276130727,facebook,active,ad,32,78,2.4375,"7-day click or 1-day view",,,0.12000264,,2025-08-07,Ongoing,,0,,2025-07-20,2025-08-18
"Who's Your Couple Sticker Numbered Campaign","Who's Your Couple Sticker Numbered Ad Set",120224397505150727,"Messenger Stories","Advantage+ shopping campaign 04/05/2025 Ad",120224397505140727,120224397505160727,messenger,active,ad,26,26,1,"7-day click, 1-day view or 1-day engaged view",,,0.12000132,,2025-06-04,Ongoing,,7.69230769,,2025-07-20,2025-08-18
Before/After,"Before/After Selfies – Copy",120226508443690727,"Overlay ads in Reels","Before/After Selfies 3",120228301197000727,120228301197020727,facebook,inactive,ad,64,83,1.296875,"7-day click or 1-day view",,,0.12,,2025-07-29,Ongoing,,0,,2025-07-20,2025-08-18
Before/After,"Before/After Selfies – Winner Copy",120226508443690727,"Native, banner and interstitial","Juicy Dog",120229026027730727,120229026027740727,audience_network,inactive,ad,90,90,1,"7-day click or 1-day view",,,0.12,,2025-08-08,Ongoing,,3.33333333,,2025-07-20,2025-08-18
Before/After,"Before/After Selfies – Copy",120226508443690727,"Facebook profile feed","Before/After Selfies 3",120228301197000727,120228301197020727,facebook,inactive,ad,52,52,1,"7-day click or 1-day view",,,0.12,,2025-07-29,Ongoing,,0,,2025-07-20,2025-08-18
"Women Only – Before/After Singles","Before/After Vin - Singles 3",120227144025840727,Marketplace,"Before After Vin - Single 3",120227144953350727,120227144953340727,facebook,not_delivering,ad,16,16,1,"7-day click",,,0.12,,2025-07-14,Ongoing,,6.25,,2025-07-20,2025-08-18
"Women Only","Married - What's Your Sticker Ad Set",120226546114560727,"Facebook Stories","Advantage+ shopping campaign 04/05/2025 Ad",120226546287450727,120226546287440727,facebook,not_delivering,ad,4,13,3.25,"7-day click",,,0.12,,2025-07-04,Ongoing,,0,,2025-07-20,2025-08-18
"Testimonials - Women - What's Your Sticker Winner - Aug 11","Women Quotes",120229146647470727,Marketplace,Obsessed!!,120229146647460727,120229146647480727,facebook,active,ad,25,25,1,"7-day click, 1-day view or 1-day engaged view",,,0.12,,2025-08-11,Ongoing,,0,,2025-07-20,2025-08-18
Before/After,"Before/After Couples",120226508443690727,Feed,"Before/After Couples 3",120226544733500727,120226544780680727,instagram,inactive,ad,5,5,1,"7-day click or 1-day view",,,0.12,,2025-07-04,Ongoing,,0,,2025-07-20,2025-08-18
"May 4th - New Sales campaign - Advantage+ shopping campaign – Copy","New Sales ad set",120222833218160727,"Overlay ads in Reels","She's Obsessed",120222833218170727,120222833218200727,facebook,active,ad,117,117,1,"7-day click, 1-day view or 1-day engaged view",,,0.11999683,,2025-05-08,Ongoing,,0,,2025-07-20,2025-08-18
"Women Only – Before/After Duos","Before/After Vin - Duos 2",120227145052470727,"Right column","Before/After Vin - Duos 2",120227145143200727,120227145143180727,facebook,active,ad,72,122,1.69444444,"7-day click",,,0.1199884,,2025-07-14,Ongoing,,0,,2025-07-20,2025-08-18
"Advantage+ shopping campaign 04/05/2025 Campaign – Copy","Advantage+ shopping campaign 04/05/2025 Ad set",120224364675780727,"Right column","Advantage+ shopping campaign 04/05/2025 Ad",120224364675770727,120224364675790727,facebook,active,ad,64,229,3.578125,"7-day click, 1-day view or 1-day engaged view",,,0.11998514,,2025-06-04,Ongoing,,0,,2025-07-20,2025-08-18
"Married New Copy - What's Your Sticker Campaign","Married New Copy - What's Your Sticker Ad Set",120224401093610727,Marketplace,"Advantage+ shopping campaign 04/05/2025 Ad",120224401093590727,120224401093600727,facebook,active,ad,0,22,0,"7-day click, 1-day view or 1-day engaged view",,,0.11000942,,2025-06-04,Ongoing,,0,,2025-07-20,2025-08-18
"Married - What's Your Sticker Campaign – Copy","Married - What's Your Sticker Ad Set",120225320993160727,"Messenger Stories","Advantage+ shopping campaign 04/05/2025 Ad",120225320993150727,120225320993170727,messenger,active,ad,29,29,1,"7-day click, 1-day view or 1-day engaged view",,,0.11000521,,2025-06-15,Ongoing,,3.44827586,,2025-07-20,2025-08-18
"Video - Showcase – Copy 2 - Conversion Value","Video - Showcase – Copy",120228807475450727,"Search results","Showcase - Women 1",120228807586980727,120228807586990727,facebook,active,ad,47,47,1,"7-day click",,,0.11000367,,2025-08-04,Ongoing,,0,,2025-07-20,2025-08-18
"May 4th - New Sales campaign - Advantage+ shopping campaign – Copy","New Sales ad set",120222833218160727,"Instagram Reels","She's Obsessed – Copy",120222833218170727,120222833218180727,instagram,active,ad,11,13,1.18181818,"7-day click, 1-day view or 1-day engaged view",,,0.11,,2025-05-08,Ongoing,,7.69230769,,2025-07-20,2025-08-18
"Sticker Drop - 2","Sticker Drop Set  - 2",120228807750390727,"Explore home",Women,120228807750380727,120228807750400727,instagram,active,ad,21,21,1,"7-day click, 1-day view or 1-day engaged view",,,0.11,,2025-08-04,Ongoing,,0,,2025-07-20,2025-08-18
"Women Only – Before/After Singles","Before/After Vin - Singles 3",120227144025840727,"Facebook profile feed","Before After Vin - Single 3",120227144953350727,120227144953340727,facebook,not_delivering,ad,20,20,1,"7-day click",,,0.11,,2025-07-14,Ongoing,,5,,2025-07-20,2025-08-18
Before/After,"Before/After Couples",120226508443690727,"Instagram Reels","Before/After Couples 1",120226544733500727,120226544845820727,instagram,inactive,ad,9,9,1,"7-day click or 1-day view",,,0.11,,2025-07-04,Ongoing,,33.33333333,,2025-07-20,2025-08-18
Before/After,"Before/After Selfies – Copy",120226508443690727,"Facebook profile feed","Before/After Selfies 2",120228301197000727,120228301197010727,facebook,inactive,ad,24,29,1.20833333,"7-day click or 1-day view",,,0.11,,2025-07-29,Ongoing,,3.44827586,,2025-07-20,2025-08-18
